,category,medicine_name,therapeutic_area,common_name,active_substance,patient_safety,authorisation_status,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,revision_number
135,human,Odefsey,HIV Infections,"emtricitabine, rilpivirine, tenofovir alafenamide","emtricitabine, rilpivirine hydrochloride, tenofovir alafenamide",False,authorised,False,False,False,False,False,False,False,Gilead Sciences Ireland UC,Antivirals for systemic use,20.0
136,human,Yselty,Leiomyoma,linzagolix choline,linzagolix choline,False,authorised,True,False,False,False,False,False,False,Theramex Ireland Limited,Pituitary and hypothalamic hormones and analogues,2.0
137,human,Spherox,Cartilage Diseases,spheroids of human autologous matrix-associated chondrocytes,spheroids of human autologous matrix-associated chondrocytes,False,authorised,False,False,False,False,False,False,False,CO.DON Gmbh,Other drugs for disorders of the musculo-skeletal system,8.0
138,human,Epidyolex,"Lennox Gastaut Syndrome;  Epilepsies, Myoclonic",cannabidiol,cannabidiol,False,authorised,False,False,False,False,False,False,True,GW Pharma (International) B.V.,"Antiepileptics,",13.0
139,human,Remsima,"Arthritis, Psoriatic;  Spondylitis, Ankylosing;  Colitis, Ulcerative;  Psoriasis;  Crohn Disease;  Arthritis, Rheumatoid",infliximab,infliximab,False,authorised,False,False,True,False,False,False,False,Celltrion Healthcare Hungary Kft.,Immunosuppressants,32.0
140,human,Sixmo,Opioid-Related Disorders,buprenorphine,buprenorphine hydrochloride,False,authorised,True,False,False,False,False,False,False,L. Molteni & C. dei Fratelli Alitti Società di Esercizio S.p.A.,Other nervous system drugs,4.0
141,human,Xagrid,"Thrombocythemia, Essential",anagrelide,anagrelide,False,authorised,False,False,False,False,False,False,False,Takeda Pharmaceuticals International AG Ireland Branch,Antineoplastic agents,40.0
142,human,Kerendia,"Renal Insufficiency, Chronic;  Diabetes Mellitus, Type 2",finerenone,finerenone,False,authorised,True,False,False,False,False,False,False,Bayer AG,Agents acting on the renin-angiotensin system,1.0
143,human,Nulibry,"Metal Metabolism, Inborn Errors",fosdenopterin,fosdenopterin hydrobromide dihydrate,False,authorised,True,False,False,False,False,False,True,Zydus France S.A.S.,"Other alimentary tract and metabolism products,",1.0
144,human,Velmetia,"Diabetes Mellitus, Type 2","sitagliptin, metformin","sitagliptin, metformin hydrochloride",False,authorised,False,False,False,False,False,False,False,Merck Sharp & Dohme B.V.,Drugs used in diabetes,35.0
145,human,"COVID-19 Vaccine (inactivated, adjuvanted) Valneva",COVID-19 virus infection,"covid-19 vaccine (inactivated, adjuvanted, adsorbed)",sars-cov-2 virus (inactivated) wuhan strain hcov-19 / italy / inmi1-isl / 2020,False,authorised,True,False,False,False,False,False,False,Valneva Austria GmbH,"Vaccines,",5.0
146,human,Zolgensma,"Muscular Atrophy, Spinal",onasemnogene abeparvovec,onasemnogene abeparvovec,False,authorised,True,False,False,True,False,False,True,Novartis Europharm Limited ,Other drugs for disorders of the musculo-skeletal system,8.0
147,human,Jcovden (previously COVID-19 Vaccine Janssen),COVID-19 virus infection,covid-19 vaccine (ad26.cov2-s [recombinant]),adenovirus type 26 encoding the sars-cov-2 spike glycoprotein (ad26.cov2-s),True,authorised,True,False,False,False,False,False,False,Janssen-Cilag International NV,"Vaccines,",28.0
148,human,Descovy,HIV Infections,"emtricitabine, tenofovir alafenamide","emtricitabine, tenofovir alafenamide",False,authorised,False,False,False,False,False,False,False,Gilead Sciences Ireland UC,Antivirals for systemic use,20.0
149,human,Amglidia,Diabetes Mellitus,glibenclamide,glibenclamide,False,authorised,False,False,False,False,False,False,True,Ammtek,Drugs used in diabetes,5.0
150,human,Accofil,Neutropenia,filgrastim,filgrastim,False,authorised,False,False,True,False,False,False,False,Accord Healthcare S.L.U.,"Immunostimulants,",13.0
151,human,CoAprovel,Hypertension,"irbesartan, hydrochlorothiazide","irbesartan, hydrochlorothiazide",False,authorised,False,False,False,False,False,False,False,Sanofi Winthrop Industrie,Agents acting on the renin-angiotensin system,46.0
152,human,Aprovel,Hypertension,irbesartan,irbesartan,False,authorised,False,False,False,False,False,False,False,Sanofi Winthrop Industrie,Agents acting on the renin-angiotensin system,47.0
153,human,Roclanda,"Glaucoma, Open-Angle;  Ocular Hypertension",latanoprost / netarsudil,"latanoprost, netarsudil mesilate",False,authorised,True,False,False,False,False,False,False,Santen Oy,Ophthalmologicals,4.0
154,human,LysaKare,Radiation Injuries,"arginine, lysine","l-arginine hydrochloride, l-lysine hydrochloride",False,authorised,False,False,False,False,False,False,False,Advanced Accelerator Applications,Detoxifying agents for antineoplastic treatment,3.0
155,human,Iscover,Stroke;  Peripheral Vascular Diseases;  Atrial Fibrillation;  Myocardial Infarction;  Acute Coronary Syndrome,clopidogrel,clopidogrel,False,authorised,False,False,False,False,False,False,False,Sanofi Winthrop Industrie,Antithrombotic agents,49.0
156,human,Apexxnar,Pneumococcal Infections,"pneumococcal polysaccharide conjugate vaccine (20-valent, adsorbed)","pneumococcal polysaccharide serotype 1, pneumococcal polysaccharide serotype 3, pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 5, pneumococcal polysaccharide serotype 6a, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 8, pneumococcal polysaccharide serotype 9v, pneumococcal polysaccharide serotype 10a, pneumococcal polysaccharide serotype 11a, pneumococcal polysaccharide serotype 12f, pneumococcal polysaccharide serotype 14, pneumococcal polysaccharide serotype 15b, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 22f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 33f",False,authorised,True,False,False,False,False,False,False,Pfizer Europe MA EEIG,"Vaccines,",4.0
157,human,Mirvaso,Skin Diseases,brimonidine,brimonidine tartrate,False,authorised,False,False,False,False,False,False,False,Galderma International,Other dermatological preparations,12.0
158,human,Intuniv,Attention Deficit Disorder with Hyperactivity,guanfacine,guanfacine hydrochloride,False,authorised,True,False,False,False,False,False,False,Takeda Pharmaceuticals International AG Ireland Branch,"Antiadrenergic agents, centrally acting, Antihypertensives,",12.0
159,human,Zoely,Contraception,"nomegestrol, estradiol","nomegestrol acetate, estradiol",False,authorised,False,False,False,False,False,False,False,Theramex Ireland Limited,"Sex hormones and modulators of the genital system,",23.0
160,human,Thiotepa Riemser,Hematopoietic Stem Cell Transplantation;  Neoplasms,thiotepa,thiotepa,False,authorised,False,True,False,False,False,False,False,Esteve Pharmaceuticals GmbH,Antineoplastic agents,3.0
161,human,Byfavo,Conscious Sedation,remimazolam,remimazolam,False,authorised,True,False,False,False,False,False,False,PAION Deutschland GmbH,"Psycholeptics,",4.0
162,human,Darunavir Krka,HIV Infections,darunavir,darunavir,False,authorised,False,True,False,False,False,False,False,"KRKA, d.d., Novo mesto",Antivirals for systemic use,9.0
163,human,DuoPlavin,Acute Coronary Syndrome;  Myocardial Infarction,"clopidogrel, acetylsalicylic acid","clopidogrel, acetylsalicylic acid",False,authorised,False,False,False,False,False,False,False,Sanofi Winthrop Industrie,Antithrombotic agents,28.0
164,human,Enhertu,Breast Neoplasms,trastuzumab deruxtecan,trastuzumab deruxtecan,False,authorised,True,False,False,True,False,False,False,Daiichi Sankyo Europe GmbH,Antineoplastic agents,10.0
165,human,Ondexxya,Drug-Related Side Effects and Adverse Reactions,andexanet alfa,andexanet alfa,False,authorised,True,False,False,True,False,False,False,AstraZeneca AB,All other therapeutic products,13.0
166,human,Strensiq,Hypophosphatasia,asfotase alfa,asfotase alfa,False,authorised,True,False,False,False,True,False,True,Alexion Europe SAS,"Other alimentary tract and metabolism products,",16.0
167,human,Plavix,Stroke;  Peripheral Vascular Diseases;  Atrial Fibrillation;  Myocardial Infarction;  Acute Coronary Syndrome,clopidogrel,clopidogrel hydrogen sulfate,False,authorised,False,False,False,False,False,False,False,Sanofi Winthrop Industrie,Antithrombotic agents,48.0
168,human,Prevenar 13,Pneumococcal Infections;  Immunization,"pneumococcal polysaccharide conjugate vaccine (13-valent, adsorbed)","pneumococcal polysaccharide serotype 1, pneumococcal polysaccharide serotype 3, pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 5, pneumococcal polysaccharide serotype 6a, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 9v, pneumococcal polysaccharide serotype 14, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 23f",False,authorised,False,False,False,False,False,False,False,Pfizer Europe MA EEIG,"Vaccines,",43.0
169,human,NexoBrid,Debridement,concentrate of proteolytic enzymes enriched in bromelain,proteolytic enzymes enriched in bromelain,False,authorised,True,False,False,False,False,False,False,MediWound Germany GmbH,Preparations for treatment of wounds and ulcers,14.0
170,human,HyQvia,Immunologic Deficiency Syndromes,human normal immunoglobulin,human normal immunoglobulin,False,authorised,False,False,False,False,False,False,False,Baxalta Innovations GmbH,"Immune sera and immunoglobulins,",19.0
171,human,Venclyxto,"Leukemia, Lymphocytic, Chronic, B-Cell",venetoclax,venetoclax,False,authorised,True,False,False,False,False,False,False,AbbVie Deutschland GmbH  Co. KG,Antineoplastic agents,15.0
172,human,Tybost,HIV Infections,cobicistat,cobicistat,False,authorised,False,False,False,False,False,False,False,Gilead Sciences Ireland UC,Antivirals for systemic use,15.0
173,human,Vfend,Candidiasis;  Mycoses;  Aspergillosis,voriconazole,voriconazole,False,authorised,False,False,False,False,False,False,False,Pfizer Europe MA EEIG,Antimycotics for systemic use,52.0
174,human,Zejula,Fallopian Tube Neoplasms;  Peritoneal Neoplasms;  Ovarian Neoplasms,niraparib,niraparib (tosilate monohydrate),False,authorised,True,False,False,False,False,False,True,GlaxoSmithKline (Ireland) Limited,Antineoplastic agents,19.0
175,human,Zyclara,"Keratosis;  Keratosis, Actinic",imiquimod,imiquimod,False,authorised,False,False,False,False,False,False,False,Viatris Healthcare Limited,Antibiotics and chemotherapeutics for dermatological use,14.0
176,human,Hefiya,"Spondylitis, Ankylosing;  Hidradenitis Suppurativa;  Psoriasis;  Arthritis, Juvenile Rheumatoid;  Uveitis",adalimumab,adalimumab,False,authorised,True,False,True,False,False,False,False,Sandoz GmbH,Immunosuppressants,11.0
177,human,Orladeyo,"Angioedemas, Hereditary",berotralstat,berotralstat dihydrochloride,False,authorised,False,False,False,False,False,False,False,BioCryst Ireland Limited,Other hematological agents,4.0
178,human,Nulojix,Graft Rejection;  Kidney Transplantation,belatacept,belatacept,False,authorised,False,False,False,False,False,False,False,Bristol-Myers Squibb Pharma EEIG,Immunosuppressants,20.0
179,human,Lutathera,Neuroendocrine Tumors,lutetium (177lu) oxodotreotide,lutetium (177lu) oxodotreotide,False,authorised,False,False,False,False,False,False,True,Advanced Accelerator Applications,Other therapeutic radiopharmaceuticals,9.0
180,human,Benepali,"Arthritis, Psoriatic;  Arthritis, Rheumatoid;  Psoriasis",etanercept,etanercept,False,authorised,False,False,True,False,False,False,False,Samsung Bioepis NL B.V.,Immunosuppressants,19.0
181,human,Brukinsa,Waldenstrom Macroglobulinemia,zanubrutinib,zanubrutinib,False,authorised,True,False,False,False,False,False,False,BeiGene Ireland Ltd,Antineoplastic agents,5.0
182,human,Tavneos,Microscopic Polyangiitis;  Wegener Granulomatosis,avacopan,avacopan,False,authorised,True,False,False,False,False,False,True,Vifor Fresenius Medical Care Renal Pharma France,Immunosuppressants,2.0
183,human,Azacitidine betapharm,"Myelodysplastic Syndromes;  Leukemia, Myelomonocytic, Chronic;  Leukemia, Myeloid, Acute",azacitidine,azacitidine,False,authorised,False,True,False,False,False,False,False,betapharm Arzneimittel GmbH,Antineoplastic agents,5.0
184,human,Tracleer,"Scleroderma, Systemic;  Hypertension, Pulmonary",bosentan,bosentan (as monohydrate),False,authorised,False,False,False,False,False,False,False,Janssen-Cilag International N.V.  ,"Antihypertensives,",42.0
185,human,Stayveer,"Hypertension, Pulmonary;  Scleroderma, Systemic",bosentan monohydrate,bosentan (as monohydrate),False,authorised,False,False,False,False,False,False,False,Janssen-Cilag International NV,Other antihypertensives,15.0
186,human,Mycamine,Candidiasis,micafungin,micafungin,False,authorised,False,False,False,False,False,False,False,Astellas Pharma Europe B.V.,Antimycotics for systemic use,17.0
187,human,Filgrastim Hexal,Neutropenia;  Hematopoietic Stem Cell Transplantation;  Cancer,filgrastim,filgrastim,False,authorised,False,False,True,False,False,False,False,Hexal AG,"Immunostimulants,",21.0
188,human,Zarzio,Neutropenia;  Hematopoietic Stem Cell Transplantation;  Cancer,filgrastim,filgrastim,False,authorised,False,False,True,False,False,False,False,Sandoz GmbH,"Immunostimulants,",22.0
189,human,Eylea,Wet Macular Degeneration;  Macular Edema;  Diabetes Complications,aflibercept,aflibercept,False,authorised,False,False,False,False,False,False,False,Bayer AG,Ophthalmologicals,28.0
190,human,Fintepla,"Epilepsies, Myoclonic",fenfluramine,fenfluramine hydrochloride,False,authorised,True,False,False,False,False,False,True,Zogenix ROI Limited,"Antiepileptics,",4.0
191,human,Zercepac,Breast Neoplasms;  Stomach Neoplasms,trastuzumab,trastuzumab,False,authorised,True,False,True,False,False,False,False,Accord Healthcare S.L.U.,Antineoplastic agents,8.0
192,human,Sylvant,Giant Lymph Node Hyperplasia,siltuximab,siltuximab,False,authorised,False,False,False,False,False,True,True,EUSA Pharma (Netherlands) BV,Immunosuppressants,12.0
193,human,Hemangiol,Hemangioma,propranolol,propranolol hydrochloride,False,authorised,False,False,False,False,False,False,False,Pierre Fabre Medicament,Beta blocking agents,6.0
194,human,Epclusa,"Hepatitis C, Chronic","sofosbuvir, velpatasvir","sofosbuvir, velpatasvir",False,authorised,False,False,False,False,False,True,False,Gilead Sciences Ireland UC,Antivirals for systemic use,19.0
195,human,Harvoni,"Hepatitis C, Chronic","ledispavir, sofosbuvir","ledipasvir, sofosbuvir",False,authorised,False,False,False,False,False,True,False,Gilead Sciences Ireland UC,Antivirals for systemic use,27.0
196,human,Sovaldi,"Hepatitis C, Chronic",sofosbuvir,sofosbuvir,False,authorised,False,False,False,False,False,True,False,Gilead Sciences Ireland UC,Antivirals for systemic use,27.0
197,human,Defitelio,Hepatic Veno-Occlusive Disease,defibrotide,defibrotide,False,authorised,True,False,False,False,True,False,True,Gentium S.r.l.,Antithrombotic agents,14.0
198,human,Pregabalin Zentiva,Anxiety Disorders;  Epilepsy,pregabalin,pregabalin,False,authorised,False,True,False,False,False,False,False,"Zentiva, k.s.","Antiepileptics,",15.0
199,human,Vosevi,"Hepatitis C, Chronic","sofosbuvir, velpatasvir, voxilaprevi","sofosbuvir, velpatasvir, voxilaprevi",False,authorised,False,False,False,False,False,False,False,Gilead Sciences Ireland UC,Antivirals for systemic use,14.0
200,human,Fluenz Tetra,"Influenza, Human","influenza vaccine (live attenuated, nasal)","a/victoria/2570/2019 (h1n1)pdm09 - like strain (a/victoria/1/2020, medi 340505)  a/darwin/9/2021 (h3n2) - like strain (a/norway/16606/2021, medi 355293) b/austria/1359417/2021 - like strain (b/austria/1359417/2021, medi 355292) b/phuket/3073/2013 - like strain (b/phuket/3073/2013, medi 306444",False,authorised,False,False,False,False,False,False,False,AstraZeneca AB,"Influenza vaccines, Influenza, live attenuated",23.0
201,human,Spevigo,Psoriasis,spesolimab,spesolimab,False,authorised,True,False,False,True,False,False,False,Boehringer Ingelheim International GmbH,Immunosuppressants,
